objid,fileid,ra,dec,u,g,r,i,z,field
1237651211213996247,587725489989091522,257.26677049,57.16236662,17.970215,16.92207,16.569899,16.351824,16.179331,62
1237651211214061877,587725489989157169,257.33067742,56.97597957,20.206156,18.346067,17.415609,17.020168,16.691889,63
1237651224635769065,587725503410864360,257.47071165,57.32378373,20.201286,18.101267,17.059759,16.597322,16.188818,62
1237651211750277447,587725490525372706,257.19948048,58.53559344,20.289461,18.422585,17.590292,17.197218,16.869749,53
1237651211750474078,587725490525569367,257.35787023,58.12289251,19.914768,18.365885,17.284037,16.805475,16.40658,56
1237651224635506977,587725503410602269,257.22781738,57.87785195,19.644911,17.782726,16.705122,16.204409,15.781585,58
1237651224635506779,587725503410602075,257.31852373,57.90631126,20.405703,18.51383,17.568434,17.114632,16.765961,58
1237651224635506960,587725503410602258,257.12354263,57.86567148,19.623241,17.943754,16.964931,16.507774,16.163094,58
1237651224635506985,587725503410602278,257.11315357,57.83880125,20.145609,18.19034,17.147753,16.703093,16.319616,58
1237651192432361606,587725471207456912,131.86884661,53.57720891,18.373186,16.316225,15.392348,14.914279,14.53266,197
1237651192432427053,587725471207522358,131.87511712,53.64351972,18.965193,17.41407,16.518269,16.058531,15.745918,198
1237651192432427186,587725471207522489,131.88835483,53.58953579,19.652998,17.661364,16.643337,16.191061,15.813692,198
1237651192432492663,587725471207587956,132.21694002,53.66478933,19.099352,17.683569,17.174252,16.863564,16.706562,199
1237648721792139580,588848900474077516,236.04615112,0.26851501,19.625177,18.397703,17.675831,17.252295,17.021072,803
1237648705136885792,587722983911981322,235.74142015,0.5401953,18.236336,16.143726,15.066283,14.570322,14.207087,616
1237648705136886197,587722983911981518,235.85054211,0.44876462,19.541569,18.403238,17.82007,17.436905,17.27663,616
1237651192432623977,587725471207719258,132.64523485,53.97596707,21.385962,19.054613,17.515495,16.967001,16.648624,201
1237651192432623908,587725471207719187,132.67526586,53.95985004,20.566362,18.646994,17.356207,16.854046,16.514091,201
1237651192432296095,587725471207391418,131.68991201,53.2815374,19.532434,18.283985,17.605665,17.216251,16.946556,196
1237651192432492745,587725471207588030,132.26515233,53.74942366,18.000525,16.086155,15.280695,14.890347,14.600913,199
1237648722320556266,588848901002494162,216.67057892,0.77644895,20.667698,18.708822,17.675043,17.213882,16.843475,674
1237648705665564902,587722984440660190,217.12142036,0.84745598,20.503389,18.41897,17.308777,16.792746,16.378277,491
1237648722320818450,588848901002756300,217.29462456,0.791534,19.244677,18.147215,17.621428,17.302486,17.145365,678
1237648721246814346,588848899928752336,216.79578002,-0.03088511,19.668753,17.90535,16.871014,16.405895,16.013065,674
1237648721246683517,588848899928621436,216.47813682,-0.1916394,20.047266,18.400063,17.469059,17.021217,16.659283,672
1237648704054821121,587722982829916430,216.8099714,-0.29816397,21.108997,18.956892,17.750019,17.266415,16.884233,489
1237648704054755563,587722982829850864,216.65872398,-0.39814167,19.615185,18.121826,17.198021,16.727316,16.376942,488
1237648721246814468,588848899928752402,216.68737823,-0.19549099,19.034924,17.130709,16.252438,15.844851,15.537103,674
1237648703518015763,587722982293111059,216.96877349,-0.63065796,19.377981,18.261581,17.667114,17.274359,17.111195,490
1237648703517950200,587722982293045484,216.83977999,-0.79503051,18.911594,17.854446,17.493004,17.261932,17.138338,489
1237648720710074554,588848899392012461,216.97911918,-0.56252142,17.83193,16.587631,15.964917,15.548803,15.290546,676
1237648720173334755,588848898855272663,217.33339801,-0.85837968,19.874884,17.956816,16.940302,16.471073,16.122646,678
1237648705665630502,587722984440725793,217.27625969,0.96417687,18.854071,17.96656,17.748545,17.581043,17.457647,492
1237648722320752851,587722984440660180,217.11746354,0.84176079,20.042948,18.096096,17.060335,16.61919,16.25227,677
1237648705665695852,587722984440791383,217.44250418,0.88427447,19.369146,18.229757,17.586403,17.404915,17.060371,493
1237648705665695934,587722984440791232,217.30230327,0.8504303,18.509981,16.600704,15.683002,15.208811,14.853508,493
1237648705128890442,587722983903985774,217.56241013,0.62138387,18.325676,16.702858,15.968787,15.597632,15.372278,494
1237648721784013065,588848900465950941,217.46264135,0.34892353,18.839495,16.940826,16.050535,15.627496,15.300231,679
1237648705128890642,587722983903985955,217.55861257,0.50981521,19.50041,18.259926,17.561422,17.187811,16.881882,494
1237648704592019849,587722983367114927,217.47984538,0.16898494,18.974289,17.616919,17.071709,16.748314,16.589346,494
1237648721784013057,588848900465950933,217.45746292,0.28084157,19.185095,17.943581,17.325016,16.975573,16.77075,679
1237648705128890522,587722983903985864,217.45821494,0.42958881,20.467625,18.650978,17.834478,17.412424,17.105556,494
1237648722320883819,588848901002821687,217.44635392,0.69143026,17.686537,15.441495,15.147149,13.883078,13.588483,679
1237648705128890647,587722983903985962,217.56059797,0.52524949,19.951054,17.968309,16.880562,16.462641,16.086212,494
1237648722320883959,588848901002821819,217.45752135,0.664856,19.15519,17.252935,16.382681,15.966857,15.65601,679
1237648705665368450,587722984440463670,216.66543029,0.84985494,20.103771,18.414417,17.318455,16.875347,16.513546,488
1237648721784013009,588848900465950894,217.43825046,0.25305122,19.002605,16.993893,16.097647,15.673201,15.368001,679
1237648704591954188,587722983367049501,217.4341771,0.08128338,19.529396,18.173286,17.651106,17.34778,17.21014,493
1237648704591954161,587722983367049474,217.40927127,0.15329902,21.134466,18.611198,17.331018,16.850496,16.478065,493
1237648721784013005,588848900465950888,217.43699558,0.23373568,19.462711,17.461819,16.619804,16.204826,15.899308,679
1237648721784012868,588848900465950754,217.42431775,0.36902511,20.050793,18.130337,17.287077,16.85885,16.609772,679
1237648704591954204,587722983367049510,217.44012711,0.15841595,20.604227,18.693508,17.696178,17.215303,16.833296,493
1237648705128693775,587722983903789074,217.0053032,0.59662257,19.227503,17.959677,17.265903,16.844883,16.585878,491
1237648721783881876,588848900465819822,217.12621106,0.34056807,20.025402,17.930983,16.829153,16.351763,15.952271,677
1237648705128759473,587722983903854794,217.16823,0.60980353,20.278517,18.453184,17.482155,17.030209,16.699263,492
1237648705128694007,587722983903789353,217.12087754,0.4540802,19.642735,18.369701,17.627298,17.239763,17.000463,491
1237648722320752894,588848901002690796,217.1468598,0.7994063,19.940647,18.079065,17.019598,16.554234,16.153065,677
1237648722320687307,588848901002625223,216.99153651,0.71500175,19.339006,18.203825,17.682112,17.296442,17.109108,676
1237648722320752885,588848901002690783,217.134494,0.72694342,20.861799,18.668762,17.641266,17.231686,16.897259,677
1237648722320752720,588848901002690643,217.17132567,0.63201808,19.674305,18.10817,17.232141,16.82691,16.519995,677
1237648722320687249,588848901002559799,216.95463155,0.74554109,19.924213,18.31015,17.39267,16.921915,16.618479,676
1237648705128628351,587722983903723675,216.9893341,0.58894298,18.789932,17.305202,16.686398,16.327797,16.115948,490
1237648705128563010,587722983903723686,216.84505614,0.55023928,19.728256,17.837761,16.805813,16.344479,16.031269,489
1237648705128431870,587722983903527188,216.47310047,0.58027971,19.850252,17.479233,16.302544,15.732112,15.333186,487
1237648705128431941,587722983903527246,216.49964613,0.52285079,19.901562,17.936024,16.9207,16.475945,16.190502,487
1237648721783554444,588848900465492326,216.50410948,0.36745669,20.470039,18.457691,17.406353,16.94455,16.61677,672
1237648721783554424,588848900465492313,216.50001986,0.23192442,18.452003,16.800856,16.022684,15.609852,15.364263,672
1237648722320490824,588848901002428610,216.52925167,0.82955966,19.791443,17.673485,16.576069,16.099739,15.729922,673
1237648705128431905,587722983903527221,216.48616821,0.61292966,17.823376,15.932994,15.011661,14.547949,14.20654,487
1237648721783619729,588848900465557639,216.51283046,0.38020147,19.404411,18.022793,17.385958,17.01646,16.845219,673
1237648722320490912,588848901002428680,216.62246865,0.76286573,19.873901,18.546791,17.762012,17.294708,17.026577,673
1237648721783685269,588848900465623220,216.66378805,0.2567909,20.451506,18.595772,17.632446,17.202404,16.847456,674
1237648705128366281,587722983903461577,216.29870194,0.46141376,19.032658,17.995285,17.718811,17.475714,17.418734,486
1237648705128366271,587722983903461566,216.28646812,0.44343712,20.683456,18.690969,17.383091,16.875452,16.52289,486
1237648705128366331,587722983903461616,216.34640929,0.55406491,20.605173,18.374393,17.04652,16.561945,16.199591,486
1237648721783488854,588848900465426750,216.33921017,0.2712091,19.702763,18.427137,17.781416,17.393507,17.231041,671
1237648721783488840,588848900465426738,216.33111911,0.34816131,19.349733,17.402348,16.482855,16.055859,15.738968,671
1237648705661436060,587722984436531387,207.5865073,0.91323812,20.660023,18.632956,17.445089,16.992067,16.679333,428
1237648704587628838,587722983362789553,207.56481143,0.11381433,21.113035,18.828531,17.574423,17.094213,16.773481,427
1237648704587628733,587722983362724031,207.424391,0.20450783,20.027977,18.256433,17.187555,16.658281,16.242731,427
1237648704587628725,587722983362789389,207.56524624,0.18603955,19.832689,18.152102,17.363953,16.945688,16.695042,427
1237648705124499600,587722983899594894,207.42044683,0.57368244,19.586792,18.135431,17.330236,16.848238,16.5126,427
1237648705124565099,587722983899660407,207.58234607,0.54808834,17.883238,16.585325,15.999254,15.682179,15.452522,428
1237648705124434057,587722983899529384,207.38016946,0.52739765,18.779255,17.678741,17.26009,16.971743,16.798246,426
1237648704587563218,587722983362658515,207.38251872,0.14379911,18.953539,17.810785,17.248014,16.890696,16.689106,426
1237648704587170066,587722983362265345,206.4262412,0.14019283,20.019276,18.506983,17.719042,17.260004,17.000076,420
1237648703513428079,587722982288523390,206.37416634,-0.78167223,18.292374,17.182974,16.694071,16.324533,16.14238,420
1237648703513362705,587722982288457791,206.25521112,-0.82326079,19.73987,17.783821,16.785574,16.338503,15.989617,419
1237648703513428338,588848899387359416,206.42552694,-0.62301514,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,420
1237648704587170024,587722983362265308,206.40426193,0.08738794,19.966722,18.066015,17.214073,16.823933,16.551092,420
1237648704050233542,587722982825328848,206.27821282,-0.24117339,20.39946,18.45104,17.530035,17.125093,16.830141,419
1237648704050233524,587722982825328817,206.26360181,-0.233201,18.553305,16.571484,15.613695,15.136769,14.768553,419
1237648704587104529,587722983362199802,206.27652461,0.04389174,18.954939,17.779356,17.328634,17.017481,16.870356,419
1237648704050168054,587722982825263364,206.20558673,-0.32044862,20.636185,18.870323,17.513186,17.016516,16.67355,418
1237648704050692299,587722982825787603,207.39339705,-0.22246157,18.409163,17.258007,16.809864,16.544621,16.321449,426
1237648704050757939,587722982825853102,207.56190647,-0.40196192,19.154264,18.330994,17.438255,16.962631,16.659407,427
1237648702976950596,587722981752045803,207.38803864,-1.05955133,20.371763,18.754242,17.81497,17.337063,17.030018,426
1237648704050888853,587722982825984178,207.75149665,-0.38095465,20.350367,18.481979,17.343163,16.860683,16.535204,429
1237648720706011163,588848899387949085,207.70788406,-0.51611511,20.079092,18.370573,17.403587,16.862247,16.551804,614
1237648703513952486,587722982289047778,207.68902795,-0.78398988,19.622889,18.194412,17.478416,17.054211,16.79261,428
1237648703513952504,587722982289047797,207.70484367,-0.81179346,19.331905,17.358746,16.371943,15.923043,15.549766,428
1237648720169205841,588848898851143774,207.8548514,-0.85680226,19.281242,17.814543,17.067327,16.653303,16.387365,615
1237648704587235374,587722983362330670,206.54029227,0.16312497,19.947702,18.257257,17.540298,17.128963,16.831785,421
1237648704587170257,587722983362265603,206.41116551,0.04231559,19.349827,18.031767,17.489584,17.18705,17.076927,420
1237648704587170049,587722983362265327,206.41101118,0.09812313,19.728083,17.910131,17.021961,16.619635,16.318056,420
1237648705123778817,587722983898873958,205.90680926,0.5848097,18.629793,17.714849,17.373455,17.103474,17.026148,416
1237648704587104510,587722983362199776,206.25209064,0.09749728,20.132317,18.326212,17.453093,17.067863,16.760057,419
1237648704587038932,587722983362134277,206.1180749,0.02965239,19.699583,17.647255,16.589264,16.131781,15.780065,418
1237648704587039054,587722983362134374,206.20259555,0.07175754,19.152035,17.275881,16.321989,15.898521,15.563336,418
1237648705123975333,587722983899070676,206.25610128,0.54275086,19.40328,18.012001,17.205793,16.756252,16.443481,419
1237648704587038920,587722983362134254,206.09147151,0.18184655,21.187845,19.071882,17.690727,17.151207,16.795095,418
1237648704587038913,587722983362134245,206.07985843,0.19860182,20.17992,18.077646,17.022182,16.527512,16.108871,418
1237648704050036972,587722982825132314,205.89423297,-0.25372397,19.4755,17.905062,17.081257,16.624851,16.253557,416
1237648703513166052,587722982288261383,205.89207183,-0.7132709,20.878033,18.938108,17.697626,17.254105,16.894068,416
1237648704050102409,587722982825197604,205.92552128,-0.33743899,18.617983,17.676359,17.267689,17.087276,16.907181,417
1237648704050102419,587722982825197757,205.92755024,-0.25477706,19.309013,17.356628,16.30327,15.876695,15.477693,417
1237648704050102438,587722982825197770,205.93473719,-0.30068284,19.211529,18.105436,17.641451,17.339363,17.207569,417
1237648703513231505,587722982288326830,205.92515332,-0.65153837,19.880251,18.449993,17.656351,17.147995,16.900589,417
1237648703513166063,587722982288261394,205.9169861,-0.83350066,19.150724,17.989006,17.523289,17.223053,17.138025,416
1237648703513231630,587722982288326943,206.04471428,-0.76124326,19.178391,18.054749,17.621754,17.321699,17.216957,417
1237648704050364654,587722982825459983,206.58353073,-0.32963984,19.284595,17.845581,17.237181,16.9049,16.676632,421
1237648704050364605,587722982825459918,206.52986542,-0.28170485,21.76523,19.287811,17.913597,17.393301,17.064631,421
1237648703513428076,587722982288523384,206.37042997,-0.79829483,19.158846,17.423019,16.565329,16.155867,15.849319,420
1237648703513493743,587722982288589096,206.57667875,-0.80158706,19.148502,17.960148,17.446386,17.090542,16.87657,421
1237648721770381521,588848900452319442,186.39731225,0.23591173,19.566694,17.852316,16.855873,16.416113,16.053623,471
1237648721770381555,588848900452319467,186.40796206,0.28225619,20.247063,18.280916,17.267996,16.842505,16.486048,471
1237648722307252449,588848900989190354,186.37810175,0.69855935,19.371662,18.221886,17.615154,17.256699,17.057732,471
1237648722307252407,588848900989190332,186.36365323,0.71012778,22.596956,19.321438,17.821539,17.283646,16.939991,471
1237648722844123386,588848901526061212,186.37309501,1.12501299,19.992126,18.560957,17.677771,17.269447,17.011457,471
1237648722307186816,588848900989124747,186.23323453,0.7934069,19.891235,18.071404,17.067192,16.593786,16.214024,470
1237648705652129879,587722984427225181,186.34811394,0.99584657,19.379684,17.444674,16.477713,16.069675,15.768629,286
1237648722844057792,588848901525995716,186.20629325,1.07848207,19.004997,17.26696,16.400143,15.99265,15.690078,470
1237648722307252439,588848900989190344,186.37192596,0.72619442,21.750681,19.139219,17.701982,17.163828,16.831614,471
1237648704578257045,587722983353352350,186.03798553,0.17038239,20.064983,18.301764,17.559275,17.164608,16.91276,284
1237648702968234250,587722981743329501,187.49949003,-1.20771297,20.291632,18.54109,17.656336,17.286289,16.953682,293
1237649961918857389,587724240693952687,51.40928689,-7.37569615,20.672028,18.61994,17.623384,17.190063,16.786272,115
1237649961918857364,587724240693952667,51.38536446,-7.54992365,20.107666,18.123245,17.092781,16.585409,16.222319,115
1237649961918857323,587724240693952631,51.31883415,-7.46615933,20.259899,18.439175,17.412539,17.018028,16.710241,115
1237648720688382004,588848899370319937,167.51749069,-0.5665181,17.671249,16.316462,15.614236,15.232376,14.932387,345
1237648720688382218,588848899370320138,167.55551017,-0.58591938,19.063168,17.929834,17.405634,17.065891,16.902985,345
1237649963528159368,587724242303254668,48.19469079,-6.67244458,19.501488,18.06761,16.991705,16.522606,16.21958,95
1237649963528093859,587724242303189094,48.06660749,-6.51512925,19.059895,17.667233,16.869358,16.42454,16.109501,94
1237649962991157379,587724241766252684,48.02745285,-6.97155715,19.411093,17.97579,17.22785,16.789288,16.518614,93
1237649962991222902,587724241766318215,48.19065898,-6.94639106,20.203306,18.042187,16.917322,16.391359,15.935426,94
1237649962991157376,587724241766252678,48.03531095,-7.12789895,21.063295,18.374577,16.930872,16.350428,15.974532,93
1237649962454286451,587724241229381761,48.07830935,-7.41708412,20.703773,18.439384,17.331076,16.851137,16.439278,93
1237649962454286460,587724241229381773,48.09649754,-7.41749822,20.930656,19.006943,17.746929,17.180853,16.76148,93
1237649962454483049,587724241229578352,48.44005425,-7.38123141,20.732212,18.760942,17.767221,17.313789,16.945461,96
1237649962454417537,587724241229512856,48.3366793,-7.33124676,19.255337,17.658253,16.82016,16.322903,15.8932,95
1237649962991353978,587724241766449277,48.42301875,-7.02600058,19.29052,17.268597,16.332848,15.877755,15.543879,96
1237649962991354044,587724241766449221,48.45059286,-6.89239239,21.283148,18.802298,17.561296,16.971937,16.536812,96
1237649962455662761,587724241230758028,51.1740464,-7.08322893,19.503941,18.343452,17.647207,17.301142,17.026594,114
1237649962455728306,587724241230823603,51.41264478,-7.09780192,20.499487,18.628599,17.514191,17.050598,16.641171,115
1237649962455728190,587724241230823497,51.37455681,-7.06290833,20.105072,18.785547,17.742477,17.23823,16.886549,115
1237649962455728327,587724241230823627,51.29115846,-7.0611307,20.39855,18.867073,17.541515,16.960411,16.527891,115
1237649962991484997,587724241766580288,48.74462328,-6.96884793,20.482439,18.456701,17.319187,16.824732,16.392488,98
1237649963528356019,587724242303451276,48.70394228,-6.46352931,20.255758,18.088278,16.750311,16.234558,15.81831,98
1237649963528421493,587724242303516732,48.89709807,-6.57144969,19.842598,17.854801,16.852491,16.350491,16.062954,99
1237649961382051891,587724240157147252,51.56356666,-7.90894405,19.315962,17.263142,15.935396,15.384417,15.068685,116
1237649961380544594,587724240155639897,48.07515031,-8.21518884,19.424505,18.089733,17.458645,17.072895,16.788572,93
1237649961380479108,587724240155574410,48.02786372,-8.23259185,17.502022,16.444202,15.875119,15.606211,15.334744,92
1237649961380479078,587724240155574391,47.92160105,-8.31480631,20.459803,18.609089,17.710747,17.28434,16.946503,92
1237649961380413643,587724240155508930,47.86898704,-8.37787288,19.156076,17.950565,17.56591,17.329851,17.195456,91
1237649961917415491,587724240692510797,48.02498046,-7.92849891,19.343491,18.153791,17.626503,17.250826,17.053753,93
1237649961917350092,587724240692445368,48.00514185,-7.91173185,21.695026,19.217896,17.792698,17.267807,16.955315,92
1237649962454220874,587724241229316169,47.90461159,-7.43665327,21.122311,18.948736,17.676565,17.181448,16.811209,92
1237649961917349924,587724240692445225,47.93801858,-7.89731824,17.997192,17.236729,17.157019,16.967533,16.917757,92
1237649961917350129,587724240692445434,47.91192498,-7.94076333,19.441854,18.166498,17.704498,17.459406,17.404655,92
1237649961917481042,587724240692576347,48.22641838,-7.91208682,18.841494,17.523605,16.802193,16.395098,16.160091,94
1237649961917481081,587724240692576378,48.26273014,-7.91261054,20.286915,18.311562,17.486738,17.043507,16.684305,94
1237649961917612143,587724240692707454,48.49333747,-7.87024067,19.988977,18.377903,17.489243,17.017866,16.670448,96
1237649962454417529,587724241229512844,48.33211166,-7.46510368,19.9935,17.934574,16.883104,16.400658,15.99553,95
1237649962454417504,587724241229512821,48.28087436,-7.4499482,20.391481,18.732378,17.672956,17.194328,16.827518,95
1237649962454417519,587724241229512834,48.32516588,-7.49510138,17.149664,15.755763,15.036928,14.596293,14.297629,95
1237649961917612155,587724240692707464,48.5065382,-7.90327552,20.562109,18.634001,17.60178,17.131252,16.79113,96
1237649961917743204,587724240692838514,48.78306887,-7.76629158,20.143284,18.269611,17.320564,16.884741,16.552561,98
1237649961917612207,587724240692707511,48.59052794,-7.73071287,16.381599,15.226793,14.557862,14.185495,13.806905,96
1237649962454614153,587724241229709461,48.79331983,-7.45447682,20.194895,18.281143,17.309643,16.850849,16.462498,98
1237649961917677673,587724240692772984,48.70306587,-7.81697121,20.29373,18.030203,16.951511,16.483631,16.062634,97
1237649961917677667,587724240692772974,48.66149222,-7.86595549,18.184328,17.135492,16.800703,16.560093,16.406942,97
1237649961917677670,587724240692772977,48.66071359,-7.83598449,21.276686,18.775671,17.503992,16.968727,16.55739,97
1237649961917677661,587724240692772968,48.64366772,-7.77277597,20.030361,18.069103,17.111814,16.689875,16.312313,97
1237649961380610114,587724240155705427,48.3509873,-8.21241022,16.48171,14.726739,13.87386,13.451039,13.129396,94
1237649961380544546,587724240155639844,48.12645646,-8.29286306,20.421036,18.369528,17.302702,16.855583,16.546125,93
1237649961380544624,587724240155639923,48.11726308,-8.18666114,21.852821,18.974689,17.497086,16.932592,16.574806,93
1237649961380544612,587724240155639926,48.13470653,-8.32527711,18.319307,17.340834,16.986578,16.819275,16.60387,93
1237649961380610265,587724240155705507,48.22813787,-8.33581326,18.878069,17.617022,17.07276,16.741703,16.50263,94
1237649962454614197,587724241229709396,48.8577736,-7.43186743,19.069706,16.875443,15.7347,15.200521,14.735039,98
1237649961917743289,587724240692838600,48.84552216,-7.82481826,22.636805,19.122242,17.588907,16.992311,16.598576,98
1237649961917743164,587724240692838461,48.81505988,-7.76643723,17.972481,17.437508,17.427916,17.247663,17.200388,98
1237649961917743297,587724240692838614,48.86762727,-7.6850667,20.495613,18.950562,17.817492,17.285028,16.862793,98
1237648722295783556,588848900977721477,160.14368215,0.81741398,17.686306,15.870899,14.97248,14.504694,14.191633,296
1237648722295718021,588848900977655954,160.00302272,0.69170796,17.597799,16.466618,15.930481,15.600501,15.393545,295
1237648721758912670,588848900440850580,160.12801549,0.33041179,20.035061,18.137371,17.007776,16.534943,16.103886,296
1237648722295718106,588848900977655966,160.01648625,0.66043099,18.729052,16.939369,16.020796,15.575605,15.23167,295
1237648722295718006,588848900977655946,159.98114856,0.66760806,20.220432,18.500744,17.55035,17.083448,16.728697,295
1237648721758912678,588848900440850588,160.12734714,0.37640634,19.247528,17.259495,16.299511,15.83861,15.472473,296
1237648722832589058,588848901514526931,159.99920426,1.11884983,19.858475,18.200367,17.110359,16.650225,16.291859,295
1237648721758847122,588848900440785058,159.95351424,0.3090975,19.746881,18.033958,17.292904,16.932959,16.586348,295
1237648721758847133,588848900440785064,159.9671659,0.2894028,20.142096,18.481125,17.485203,17.025358,16.668623,295
1237648722295717983,588848900977655922,159.9468228,0.7172547,19.247704,18.199516,17.851297,17.564928,17.483624,295
1237648720684449988,588848899366387902,158.53785141,-0.42980306,17.424391,16.274323,15.716225,15.344515,15.122348,285
1237648721221976086,588848899903914014,159.96000774,-0.02193201,19.734625,17.78694,16.661613,16.18004,15.765854,295
1237648720685105308,588848899367043226,159.99462656,-0.50536801,20.202986,18.323792,17.297316,16.870649,16.497892,295
1237648720685105338,588848899367043249,160.02159843,-0.61434057,19.971357,18.095554,17.127586,16.709208,16.373598,295
1237648721222172834,588848899904110776,160.47872088,-0.15613626,19.944595,18.32649,17.168261,16.674925,16.268064,298
1237648720685301915,588848899367239831,160.45350149,-0.6170414,19.105852,17.765011,16.917515,16.467249,16.179775,298
1237648721222172802,588848899904110734,160.42852289,-0.18988422,18.781675,17.719757,17.024523,16.653948,16.396154,298
1237648720685301921,588848899367239826,160.45325054,-0.58184251,20.772593,18.530052,17.382566,16.872372,16.468704,298
1237648721222172846,588848899904110674,160.48733358,-0.00726171974,20.078831,18.700113,17.887808,17.433455,17.062698,298
1237648721222172845,588848899904110786,160.48559789,-0.20782633,18.922665,17.952257,17.221087,16.824154,16.540718,298
1237648720685301897,588848899367239814,160.44365392,-0.60055232,18.271284,17.073032,16.650709,16.38777,16.26499,298
1237648720148234523,588848898830172339,159.97300021,-0.85567664,20.524736,18.456388,17.481905,17.034504,16.680759,295
1237648721222238491,588848899904176392,160.64099644,-0.03710035,19.14953,17.938835,17.294512,16.91589,16.621609,299
1237648721222303906,588848899904241832,160.7477981,-0.05556031,20.567461,18.521341,17.451874,16.959871,16.553738,300
1237648721222238523,588848899904176425,160.66825472,-0.15945174,20.383972,18.39477,17.333975,16.874645,16.500069,299
1237648721222238437,588848899904176346,160.60080198,-0.13812238,19.137081,17.251602,16.099627,15.617154,15.235373,299
1237648721222238468,588848899904176371,160.61612377,-0.19511713,20.032558,18.403654,17.415646,16.907928,16.525101,299
1237648720148299897,588848898830237807,160.14433033,-0.90941518,17.445814,15.697974,14.918123,14.533909,14.238288,296
1237648720685498544,588848899367436414,160.87882612,-0.58410773,19.107092,17.909872,17.407499,17.194071,17.041439,301
1237648720148430968,588848898830368887,160.43093673,-0.88969061,19.249706,18.062189,17.612442,17.381966,17.183224,298
1237648720148562065,588848898830499987,160.75017096,-0.88155642,19.855579,18.09432,17.253222,16.821108,16.468004,300
1237648720148562180,588848898830500108,160.69264999,-0.97612861,19.101595,17.923061,17.373198,17.095953,16.946033,300
1237648720148562056,588848898830499978,160.73261228,-0.92816077,18.963064,17.887003,17.515505,17.307182,17.182043,300
1237648720148496526,588848898830434445,160.61340849,-1.02922317,17.892744,16.9077,16.541197,16.217531,16.046242,299
1237648722295128122,588848900977066057,158.71074832,0.67639888,16.968531,15.189897,14.408157,14.018276,13.727312,286
1237648721758323068,588848900440260789,158.73281197,0.35788439,19.631033,17.882874,16.929964,16.374102,15.927259,287
1237648721758257329,588848900440195257,158.69871678,0.30185867,19.410063,17.489073,16.478941,15.924928,15.477411,286
1237648721758257313,588848900440195242,158.66995334,0.35457292,19.996925,18.525623,17.703503,17.276674,16.918806,286
1237648721758191964,588848900440129785,158.53186327,0.38130903,19.29464,18.086306,17.594137,17.336365,17.185104,285
1237648721758191841,588848900440129789,158.55367416,0.40271031,20.819098,18.967606,17.805506,17.331884,16.973776,285
1237648721758257266,588848900440195196,158.58047089,0.36703245,20.95363,18.824766,17.700741,17.206945,16.768326,286
1237648722831868077,588848901513805999,158.38812812,1.10976217,19.191339,17.574003,16.66659,16.025936,15.668526,284
1237648720684449998,588848899366387910,158.54677937,-0.46114705,20.246162,18.405329,17.394583,16.948797,16.5788,285
1237648721221320918,588848899903258801,158.53133356,-0.04817283,18.987873,17.805271,17.308859,16.97014,16.745926,285
1237648720684450005,588848899366387917,158.55528944,-0.44543068,19.523762,18.234304,17.656736,17.327137,17.051405,285
1237648721221320925,588848899903258807,158.53385884,-0.02934233,19.793945,18.434971,17.542065,17.062237,16.717976,285
1237648721221386423,588848899903324300,158.68779839,-0.00458320481,21.84696,19.360075,17.657238,17.028639,16.582733,286
1237648720684581000,588848899366518918,158.74542516,-0.59281716,20.46694,18.482386,17.450193,17.020512,16.63586,287
1237648720684515527,588848899366453448,158.72097727,-0.56787626,19.817408,18.116936,17.200783,16.713549,16.469814,286
1237648720147513541,588848898829451481,158.37111602,-0.86041352,18.633827,17.389803,16.953215,16.670303,16.496534,284
1237648720147513563,588848898829451494,158.39053284,-1.0470242,19.59864,18.330765,17.459848,16.996954,16.70229,284
1237648721238425757,588848899920363676,197.53383023,-0.18267378,20.346882,18.490803,17.584475,17.172588,16.851883,546
1237648721238425754,588848899920363673,197.52861559,-0.1619327,19.516582,17.727348,17.064505,16.719707,16.452301,546
1237648721238425738,588848899920363659,197.5203169,-0.12598333,17.849644,16.245871,15.394622,14.969972,14.634656,546
1237648720701489297,588848899383427199,197.39851105,-0.59174609,19.40546,17.556129,16.727875,16.323942,16.022818,545
1237648722840977489,588848901522915437,179.22591746,1.0992736,18.109024,17.112289,16.602707,16.273443,16.052393,423
1237648722841043030,588848901522980966,179.2427227,1.14801738,18.977253,17.725224,17.27129,17.015715,16.837505,424
1237645943978918078,588015510367764716,56.33596854,1.02181759,21.301033,19.148933,17.79081,17.214851,16.795307,145
1237645943978918089,588015510367764725,56.3388847,0.86787033,19.380533,17.544077,16.669716,16.233194,15.919024,145
1237645943978918059,588015510367764707,56.31771631,0.98181373,20.96339,18.57781,17.235451,16.716471,16.405293,145
1237649961382051979,587724240157147239,51.51478213,-7.82589489,20.681242,18.923311,17.718748,17.22624,16.889765,116
1237645943978524819,588015510367436906,55.51011272,0.98609065,21.635786,19.309963,17.883869,17.377302,17.002426,139
1237645943978524737,588015510367371345,55.47357727,0.94018575,21.499945,18.971216,17.626759,17.122946,16.760447,139
1237649961381658726,587724240156753987,50.66930648,-8.01914428,21.338547,19.060551,17.886236,17.354885,16.984737,110
1237649961381593194,587724240156688503,50.56131192,-8.05630333,20.003054,17.775925,16.664932,16.170788,15.807453,109
